    #parametro     lambda_01     lambda_02     lambda_03
      3.374375      0.000067     -0.016538    -10.357905
      3.374500     -0.000003     -0.017146    -10.357351
      3.374625     -0.000051     -0.017535    -10.357039
      3.374750     -0.000085     -0.017992    -10.356673
      3.374875     -0.000005     -0.018449    -10.356421
      3.375000     -0.000746     -0.019095    -10.355159
      3.375125      0.000884     -0.018553    -10.357456
      3.375250      0.000145     -0.019177    -10.356217
      3.375375     -0.000454     -0.020010    -10.354911
      3.375500     -0.000823     -0.021116    -10.353561
      3.375625     -0.000688     -0.021913    -10.353024
      3.375750     -0.000275     -0.022529    -10.352947
      3.375875     -0.000113     -0.023183    -10.352579
      3.376000     -0.000009     -0.023824    -10.352167
      3.376125      0.000014     -0.024427    -10.351712
      3.376250     -0.000030     -0.024994    -10.351226
      3.376375     -0.000116     -0.025539    -10.350720
      3.376500     -0.000209     -0.026088    -10.350203
      3.376625     -0.000271     -0.026667    -10.349687
      3.376750     -0.000284     -0.027285    -10.349182
      3.376875     -0.000262     -0.027922    -10.348691
      3.377000     -0.000193     -0.028585    -10.348222
      3.377125     -0.000088     -0.029250    -10.347787
      3.377250      0.000026     -0.029883    -10.347393
      3.377375      0.000116     -0.030448    -10.347043
      3.377500      0.000154     -0.030922    -10.346732
      3.377625      0.000146     -0.031322    -10.346449
      3.377750      0.000202     -0.031776    -10.346177
      3.377875      0.000442     -0.032421    -10.345897
      3.378000      0.000721     -0.033131    -10.345590
      3.378125      0.000896     -0.033779    -10.345242
      3.378250      0.000942     -0.034350    -10.344842
      3.378375      0.000881     -0.034873    -10.344382
      3.378500      0.000747     -0.035386    -10.343860
      3.378625      0.000569     -0.035916    -10.343278
      3.378750      0.000382     -0.036494    -10.342638
      3.378875      0.000191     -0.037131    -10.341936
      3.379000     -0.000005     -0.037842    -10.341153
      3.379125     -0.000214     -0.038653    -10.340258
      3.379250     -0.000415     -0.039619    -10.339216
      3.379375     -0.000472     -0.040613    -10.338290
      3.379500     -0.000272     -0.041164    -10.338064
      3.379625      0.000007     -0.041743    -10.337888
      3.379750      0.000222     -0.042389    -10.337582
      3.379875      0.000346     -0.043031    -10.337189
      3.380000      0.000387     -0.043644    -10.336743
      3.380125      0.000360     -0.044223    -10.336262
      3.380250      0.000282     -0.044775    -10.335756
      3.380375      0.000169     -0.045311    -10.335233
      3.380500      0.000041     -0.045844    -10.334697
      3.380625     -0.000085     -0.046389    -10.334152
      3.380750     -0.000187     -0.046959    -10.333605
      3.380875     -0.000244     -0.047568    -10.333063
      3.381000     -0.000243     -0.048221    -10.332536
      3.381125     -0.000191     -0.048900    -10.332035
      3.381250     -0.000111     -0.049571    -10.331569
      3.381375     -0.000037     -0.050195    -10.331144
      3.381500      0.000001     -0.050744    -10.330757
      3.381625     -0.000012     -0.051215    -10.330398
      3.381750     -0.000045     -0.051650    -10.330055
      3.381875     -0.000003     -0.052159    -10.329713
      3.382000      0.000169     -0.052806    -10.329363
      3.382125      0.000385     -0.053514    -10.328996
      3.382250      0.000552     -0.054198    -10.328604
      3.382375      0.000641     -0.054835    -10.328181
      3.382500      0.000654     -0.055431    -10.327723
      3.382625      0.000602     -0.056002    -10.327225
      3.382750      0.000499     -0.056565    -10.326685
      3.382875      0.000360     -0.057139    -10.326096
      3.383000      0.000195     -0.057744    -10.325452
      3.383125      0.000015     -0.058401    -10.324739
      3.383250     -0.000177     -0.059133    -10.323940
      3.383375     -0.000383     -0.059959    -10.323034
      3.383500     -0.000582     -0.060881    -10.322037
      3.383625     -0.000702     -0.061852    -10.321071
      3.383750     -0.000691     -0.062670    -10.320388
      3.383875     -0.000547     -0.063226    -10.320102
      3.384000     -0.000333     -0.063784    -10.319883
      3.384125     -0.000116     -0.064416    -10.319593
      3.384250      0.000067     -0.065095    -10.319222
      3.384375      0.000156     -0.065717    -10.318815
      3.384500      0.000154     -0.066211    -10.318443
      3.384625      0.000173     -0.066763    -10.318035
      3.384750      0.000148     -0.067199    -10.317699
      3.384875      0.000096     -0.067677    -10.317294
      3.385000      0.001056     -0.067460    -10.318596
      3.385125      0.001019     -0.068013    -10.318131
      3.385250      0.000446     -0.068395    -10.317301
      3.385375      0.000115     -0.068897    -10.316593
      3.385500     -0.000239     -0.069507    -10.315754
      3.385625     -0.000611     -0.070356    -10.314657
      3.385750     -0.000879     -0.071449    -10.313422
      3.385875     -0.000903     -0.072488    -10.312484
      3.386000     -0.000583     -0.073044    -10.312373
      3.386125     -0.000196     -0.073722    -10.312207
      3.386250      0.000068     -0.074442    -10.311876
      3.386375      0.000159     -0.075096    -10.311437
      3.386500      0.000146     -0.075697    -10.310949
      3.386625      0.000105     -0.076280    -10.310449
      3.386750      0.000037     -0.076850    -10.309937
      3.386875     -0.000041     -0.077416    -10.309418
      3.387000     -0.000081     -0.078000    -10.308918
      3.387125      0.000169     -0.078680    -10.308614
      3.387250     -0.000435     -0.079122    -10.307693
      3.387375     -0.000676     -0.079976    -10.306723
      3.387500     -0.000877     -0.081002    -10.305621
      3.387625     -0.000119     -0.081016    -10.306490
      3.387750      0.000242     -0.081421    -10.306571
      3.387875      0.000535     -0.075252    -10.313158
      3.388000      0.000512     -0.081665    -10.306847
      3.388125      0.000420     -0.090905    -10.297641
      3.388250     -0.000058     -0.103320    -10.284871
      3.388375      0.000228     -0.113655    -10.274948
      3.388500      0.000365     -0.123415    -10.265450
      3.388625      0.000496     -0.133856    -10.255265
      3.388750      0.000590     -0.144649    -10.244691
      3.388875      0.000528     -0.155663    -10.233739
      3.389000      0.000079     -0.166868    -10.222210
      3.389125      0.000044     -0.180392    -10.208778
      3.389250     -0.000035     -0.191132    -10.198083
      3.389375     -0.000018     -0.205048    -10.184310
      3.389500     -0.000089     -0.217975    -10.171436
      3.389625     -0.000103     -0.231433    -10.158090
      3.389750     -0.000329     -0.244679    -10.144743
      3.389875     -0.000409     -0.259329    -10.130138
      3.390000     -0.000458     -0.274551    -10.114991
      3.390125     -0.000474     -0.290397    -10.099254
      3.390250     -0.000456     -0.306911    -10.082883
      3.390375     -0.000392     -0.323917    -10.066066
      3.390500     -0.000266     -0.341938    -10.048296
      3.390625     -0.000109     -0.360874    -10.029642
      3.390750      0.000131     -0.381144    -10.009737
      3.390875      0.000350     -0.401840     -9.989385
      3.391000      0.000603     -0.421584     -9.970020
      3.391125      0.000525     -0.445462     -9.946188
      3.391250      0.000456     -0.470977     -9.920730
      3.391375      0.000491     -0.497543     -9.894323
      3.391500      0.000495     -0.526305     -9.865690
      3.391625      0.000525     -0.557672     -9.834478
      3.391750      0.000725     -0.592475     -9.800000
      3.391875      0.000926     -0.629676     -9.763125
      3.392000      0.000808     -0.673586     -9.719222
      3.392125      0.000653     -0.720793     -9.671986
      3.392250      0.000640     -0.774912     -9.617978
      3.392375      0.000805     -0.838999     -9.554180
      3.392500      0.000064     -0.105685    -10.286878
      3.392625      0.000299     -0.106410    -10.286514
      3.392750     -0.000251     -0.106826    -10.285673
      3.392875     -0.000422     -0.107374    -10.285079
      3.393000     -0.000464     -0.107983    -10.284553
      3.393125     -0.000485     -0.108598    -10.284042
      3.393250     -0.000408     -0.109241    -10.283601
      3.393375      0.000728     -0.110054    -10.284049
      3.393500      0.000050     -0.110647    -10.282904
      3.393625     -0.000836     -0.111459    -10.281330
      3.393750     -0.001301     -0.112702    -10.279747
      3.393875     -0.001143     -0.113463    -10.279269
      3.394000     -0.000849     -0.114090    -10.279062
      3.394125     -0.000618     -0.114789    -10.278718
      3.394250     -0.000486     -0.115481    -10.278283
      3.394375     -0.000448     -0.116131    -10.277796
      3.394500     -0.000471     -0.116740    -10.277288
      3.394625     -0.000524     -0.117331    -10.276770
      3.394750     -0.000596     -0.117912    -10.276242
      3.394875     -0.000681     -0.118489    -10.275704
      3.395000     -0.000769     -0.119071    -10.275159
      3.395125     -0.000845     -0.119665    -10.274615
      3.395250     -0.000899     -0.120266    -10.274085
      3.395375     -0.000936     -0.120874    -10.273566
      3.395500     -0.000953     -0.121498    -10.273049
      3.395625     -0.000948     -0.122140    -10.272537
      3.395750     -0.000917     -0.122744    -10.272089
      3.395875     -0.000745     -0.123406    -10.271725
      3.396000      0.001296     -0.122793    -10.274503
      3.396125     -0.000593     -0.123427    -10.272104
      3.396250     -0.000752     -0.125045    -10.270453
      3.396375     -0.000198     -0.125664    -10.270514
      3.396500      0.000256     -0.126445    -10.270311
      3.396625      0.000385     -0.127128    -10.269882
      3.396750      0.000410     -0.127755    -10.269405
      3.396875      0.000337     -0.128321    -10.268891
      3.397000      0.000245     -0.128892    -10.268353
      3.397125      0.000157     -0.129472    -10.267810
      3.397250      0.000116     -0.130095    -10.267271
      3.397375      0.000108     -0.130608    -10.266875
      3.397500     -0.000049     -0.131315    -10.266137
      3.397625     -0.000219     -0.132157    -10.265249
